Service,DepartmentName,SubDepartmentName,Billing Date,Department of Ordering Doctor,Number,Item Name,Gross,discount,Net,ReferralDoctorName
Admission Medical Record Charges,Administration,Pulmonary Dept.,21/02/2019 12:00:00,Cardiology,1,Admission charges,100,0,100,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,22/02/2019 12:00:00,Cardiology,1,Admission charges,100,0,100,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,23/02/2019 12:00:00,Cardiology,1,Admission charges,100,0,100,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,24/02/2019 12:00:00,Cardiology,1,Admission charges,100,0,100,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,25/02/2019 12:00:00,Cardiology,1,Admission charges,100,0,100,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,26/02/2019 12:00:00,Cardiology,1,Admission charges,100,0,100,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,27/02/2019 12:00:00,Cardiology,1,Admission charges,100,0,100,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,28/02/2019 12:00:00,Cardiology,1,Admission charges,100,0,100,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,01/03/2019 12:00:00,Cardiology,1,Admission charges,100,0,100,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,02/03/2019 12:00:00,Cardiology,1,Admission charges,100,0,100,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,03/03/2019 12:00:00,Cardiology,1,Admission charges,100,0,100,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,04/03/2019 12:00:00,Cardiology,1,Admission charges,100,0,100,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,05/03/2019 12:00:00,Cardiology,1,Admission charges,100,0,100,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,06/03/2019 12:00:00,Cardiology,1,Admission charges,100,0,100,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,07/03/2019 12:00:00,Cardiology,1,Admission charges,100,0,100,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,08/03/2019 12:00:00,Cardiology,1,Admission charges,100,0,100,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,09/03/2019 12:00:00,Cardiology,1,Admission charges,100,0,100,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,10/03/2019 12:00:00,Cardiology,1,Admission charges,100,0,100,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,11/03/2019 12:00:00,Cardiology,1,Admission charges,100,0,100,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,12/03/2019 12:00:00,Cardiology,1,Admission charges,100,0,100,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,13/03/2019 12:00:00,Cardiology,1,Admission charges,100,0,100,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,14/03/2019 12:00:00,Cardiology,1,Admission charges,100,0,100,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,15/03/2019 12:00:00,Cardiology,1,Admission charges,100,0,100,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,16/03/2019 12:00:00,Cardiology,1,Admission charges,100,0,100,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,17/03/2019 12:00:00,Cardiology,1,Admission charges,100,0,100,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,18/03/2019 12:00:00,Cardiology,1,Admission charges,100,0,100,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,19/03/2019 12:00:00,Cardiology,1,Admission charges,100,0,100,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,20/03/2019 12:00:00,Cardiology,1,Admission charges,100,0,100,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,21/03/2019 12:00:00,Cardiology,1,Admission charges,100,0,100,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,22/03/2019 12:00:00,Cardiology,1,Admission charges,100,0,100,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,23/03/2019 12:00:00,Cardiology,1,Admission charges,100,0,100,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,24/03/2019 12:00:00,Cardiology,1,Admission charges,100,0,100,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,21/06/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,22/06/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,23/06/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,24/06/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,25/06/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,26/06/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,27/06/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,28/06/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,29/06/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,30/06/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,01/07/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,02/07/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,03/07/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,04/07/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,05/07/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,06/07/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,07/07/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,08/07/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,09/07/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,10/07/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,11/07/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,12/07/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,13/07/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,14/07/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,15/07/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,16/07/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,17/07/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,18/07/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,19/07/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,20/07/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,21/07/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,22/07/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,23/07/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,24/07/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,25/07/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,26/07/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,27/07/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,28/07/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,29/07/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,30/07/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,31/07/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,01/08/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,02/08/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,03/08/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,04/08/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,05/08/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,06/08/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,07/08/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,08/08/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,09/08/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,10/08/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,11/08/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,12/08/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,13/08/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,14/08/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,15/08/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,16/08/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,17/08/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,18/08/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,19/08/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,20/08/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,21/08/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,22/08/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,23/08/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,24/08/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,25/08/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,26/08/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,27/08/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,28/08/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,29/08/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,30/08/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,31/08/2019 12:00:00,Cardiology,1,Admission charges,1000,0,1000,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,01/09/2019 12:00:00,Cardiology,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,02/09/2019 12:00:00,Cardiology,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,03/09/2019 12:00:00,Cardiology,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,04/09/2019 12:00:00,Cardiology,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,05/09/2019 12:00:00,Cardiology,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,06/09/2019 12:00:00,Cardiology,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,07/09/2019 12:00:00,Cardiology,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,08/09/2019 12:00:00,Cardiology,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,09/09/2019 12:00:00,Cardiology,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,10/09/2019 12:00:00,Cardiology,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,11/09/2019 12:00:00,Cardiology,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,12/09/2019 12:00:00,Cardiology,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,13/09/2019 12:00:00,Cardiology,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,14/09/2019 12:00:00,Cardiology,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,15/09/2019 12:00:00,Cardiology,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,16/09/2019 12:00:00,Cardiology,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,17/09/2019 12:00:00,Cardiology,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,18/09/2019 11:58:28,Cardiology,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,26/10/2019 11:05:12,Internal Medicine,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,27/10/2019 11:05:12,Internal Medicine,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,28/10/2019 11:05:12,Internal Medicine,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,29/10/2019 11:05:12,Internal Medicine,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,30/10/2019 11:05:12,Internal Medicine,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,31/10/2019 11:05:12,Internal Medicine,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,01/11/2019 11:05:12,Internal Medicine,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,02/11/2019 11:05:12,Internal Medicine,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,03/11/2019 11:05:12,Internal Medicine,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,04/11/2019 11:05:12,Internal Medicine,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,05/11/2019 11:05:12,Internal Medicine,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,06/11/2019 11:05:12,Internal Medicine,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,07/11/2019 11:05:12,Internal Medicine,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,08/11/2019 11:05:12,Internal Medicine,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,09/11/2019 11:05:12,Internal Medicine,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,10/11/2019 11:05:12,Internal Medicine,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,11/11/2019 11:05:12,Internal Medicine,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,12/11/2019 11:05:12,Internal Medicine,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,13/11/2019 11:05:12,Internal Medicine,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,14/11/2019 11:05:12,Internal Medicine,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,15/11/2019 11:05:12,Internal Medicine,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,16/11/2019 11:05:12,Internal Medicine,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,17/11/2019 11:05:12,Internal Medicine,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,18/11/2019 11:05:12,Internal Medicine,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,19/11/2019 11:05:12,Internal Medicine,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,20/11/2019 11:05:12,Internal Medicine,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,21/11/2019 11:05:12,Internal Medicine,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,22/11/2019 11:05:12,Internal Medicine,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,30/05/2020 16:17:42,Emergency,4,ERGETGR,8000,0,8000,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,21/06/2019 12:00:00,Cardiology,1,ADMISSION SERVICE CHARGE,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,22/06/2019 12:00:00,Cardiology,1,ADMISSION SERVICE CHARGE,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,23/06/2019 12:00:00,Cardiology,1,ADMISSION SERVICE CHARGE,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,24/06/2019 12:00:00,Cardiology,1,ADMISSION SERVICE CHARGE,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,25/06/2019 12:00:00,Cardiology,1,ADMISSION SERVICE CHARGE,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,26/06/2019 12:00:00,Cardiology,1,ADMISSION SERVICE CHARGE,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,27/06/2019 12:00:00,Cardiology,1,ADMISSION SERVICE CHARGE,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,28/06/2019 12:00:00,Cardiology,1,ADMISSION SERVICE CHARGE,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,29/06/2019 12:00:00,Cardiology,1,ADMISSION SERVICE CHARGE,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,30/06/2019 12:00:00,Cardiology,1,ADMISSION SERVICE CHARGE,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,01/07/2019 12:00:00,Cardiology,1,ADMISSION SERVICE CHARGE,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,02/07/2019 12:00:00,Cardiology,1,ADMISSION SERVICE CHARGE,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,03/07/2019 12:00:00,Cardiology,1,ADMISSION SERVICE CHARGE,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,04/07/2019 12:00:00,Cardiology,1,ADMISSION SERVICE CHARGE,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,05/07/2019 12:00:00,Cardiology,1,ADMISSION SERVICE CHARGE,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,06/07/2019 12:00:00,Cardiology,1,ADMISSION SERVICE CHARGE,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,07/07/2019 12:00:00,Cardiology,1,ADMISSION SERVICE CHARGE,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,08/07/2019 12:00:00,Cardiology,1,ADMISSION SERVICE CHARGE,1000,0,1000,SUJAY
ADMISSTION CHARGES,Administration,Pulmonary Dept.,09/07/2019 12:00:00,Cardiology,1,ADMISSION SERVICE CHARGE,1000,0,1000,SUJAY
