Service,DepartmentName,SubDepartmentName,Billing Date,Department of Ordering Doctor,Number,Item Name,Gross,discount,Net,ReferralDoctorName
Admission Medical Record Charges,Administration,Pulmonary Dept.,30/01/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,31/01/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,01/02/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,02/02/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,03/02/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,04/02/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,05/02/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,06/02/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,07/02/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,08/02/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,09/02/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,10/02/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,11/02/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,12/02/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,13/02/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,14/02/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,15/02/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,16/02/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,17/02/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,18/02/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,19/02/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,20/02/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,21/02/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,22/02/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,23/02/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,24/02/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,25/02/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,26/02/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,27/02/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,28/02/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,01/03/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,02/03/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,03/03/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,04/03/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,05/03/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,06/03/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,06/03/2018 17:01:01,Cardiology,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,07/03/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,07/03/2018 17:01:01,Cardiology,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,08/03/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,08/03/2018 17:01:01,Cardiology,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,09/03/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,09/03/2018 17:01:01,Cardiology,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,10/03/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,10/03/2018 17:01:01,Cardiology,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,11/03/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,11/03/2018 17:01:01,Cardiology,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,12/03/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,12/03/2018 17:01:01,Cardiology,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,13/03/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,13/03/2018 17:01:01,Cardiology,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,14/03/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,14/03/2018 17:01:01,Cardiology,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,15/03/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,15/03/2018 17:01:01,Cardiology,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,16/03/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,16/03/2018 17:01:01,Cardiology,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,17/03/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,17/03/2018 17:01:01,Cardiology,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,18/03/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,18/03/2018 17:01:01,Cardiology,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,19/03/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,19/03/2018 17:01:01,Cardiology,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,20/03/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,20/03/2018 17:01:01,Cardiology,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,21/03/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,21/03/2018 17:01:01,Cardiology,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,22/03/2018 09:50:36,Critical Care,1,Admission charges,200,0,200,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,22/03/2018 17:01:01,Cardiology,1,Admission charges,200,0,200,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,23/03/2018 09:50:36,Critical Care,1,Admission charges,100,0,100,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,23/03/2018 17:01:01,Cardiology,1,Admission charges,100,0,100,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,24/03/2018 09:50:36,Critical Care,1,Admission charges,100,0,100,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,24/03/2018 17:01:01,Cardiology,1,Admission charges,100,0,100,SUJAY
Admission Medical Record Charges,Administration,Pulmonary Dept.,25/03/2018 09:50:36,Critical Care,1,Admission charges,100,0,100,Prasanth  K V......
Admission Medical Record Charges,Administration,Pulmonary Dept.,25/03/2018 17:01:01,Cardiology,1,Admission charges,100,0,100,SUJAY
